score,content,date,app,platform
1,"ok people this is complete bs the reason why is, i decided to give this a try since there was a 7 day free trial so i downloaded and it was ok on the 6th day i notice they were already processing a payment through my bank so i cancelled my subscription and they still took my money hopefully this id helpfull",3/1/2019 10:08,calm,apple
1,Why don't you guys have a google login? Don't use fb or spotify or apple,2/25/2021 22:41,headspace,google
1,They do not show the date on which a membership will renew. They charged my card during a free trial. And I didn't think the therapist was worth much. I'm currently disputing the charge during The free trial.,12/14/2015 3:57,talkspace,apple
1,Everything is locked. You need to enter your info (pay) without even trying it. No thank you!,4/20/2021 2:03,calm,google
1,I subscribed to a trial period a week ago while on vacation but didn??t find it useful so I figured I??d cancel once I got home and had more time. Just today received a ??receipt? from apple that my ?? YEARY subscription of $60 dollars? went through. I NEVER once agreed to a yearly subscription and find it so beyond fraudulent I was never informed and that apple wont issue me a refund. Do not let these people into your bank account!,11/11/2019 23:32,calm,apple
1,"I installed this out of curiosity, but it transpires there is NO WAY to cancel your account from the app. The help files are useless and misleading. Far from calming, this is causing me unending stress.",8/8/2019 14:18,calm,google
1,"Rubbish literally everything you need is in a subscription, extremely disappointed. also they were stealing money out of my bank account when I tried to block them. may have been a glitch!?",8/8/2019 15:11,headspace,google
1,I cancelled this thru my phone and Im still getting charged and its huge fees. PLEASE STOP stealing from me. I found your APP not clear and easy to use hence why I cancelled it. STOP IT.,5/15/2021 17:26,calm,google
1,"WARNING: if you use this app you are one back away from all your therapy notes being accessed and shared with the world. TalkSpace says federal law requires them to keep it but this is most likely a lie, as they are incentivized to keep the chats so that you can easily return as a customer. At the least, they should allow you to have all transcripts stored offline rather than in the cloud as they are currently stored today. This is so outrageously terrible it will definitely result in class action lawsuits when they get hacked. Find a therapist on Psychology Today or elsewhere instead.",10/4/2021 20:53,talkspace,apple
2,"At the time, I was desperate for help, so I signed up. Thinking nothing of it, I used the promo code they gave to get money off the one month I signed up for. Little did I know it wouldn??t stop after a month. I thought it would let me know it was being cancelled. I checked my bank info and it charged me for a second month!!! While the one month did help somewhat, I don??t have the money for a second month!!! Calling later in hopes to get my money back. Because when I signed up, it was 1 month, 3 month or 6 months. I CHOSE ONE MONTH FOR A REASON!!!",9/14/2018 11:12,talkspace,apple
1,"I gave it a go, downloaded the app and subscribed to the free trial... decided its not for me, but thats not the reason for the negative rating. There is no unsubscribe button, it tells you to come to the app store and do it. According to the app store I don't have a subscription. Absolute joke! I even went to the website and searched it, it gave me a link to click and tells me to change the auto renew setting, low and behold, it doesnt exist. If I could give less than 1 star then I would have.",4/10/2020 16:53,headspace,google
1,Waste of time. Automated robots just like every other service ... id rather be dead tbh ????. It set me up with someone automatically when I didnt even ask. That person asked for my name and details when I had already typed them in when registering... definitely will not be using this app. Also FAR too expensive...,7/24/2021 14:48,talkspace,google
1,DO NOT DOWNLOAD THIS APP!! THEY WILL STEAL $60 FROM YOU. This app looks like it is free but it isn't. I used it 3 times and it did not work but they charged me $59.99. I feel like I was scammed.,10/8/2019 8:24,calm,google
1,Have to give your credit card information in order to get a trial to use the app.,7/27/2019 1:05,calm,google
1,"Steals all your info, monotone judgemental mind controlling voice without insight (no pun intended)",3/5/2018 15:22,calm,google
1,"Garbage. That temporary subscription is a clever way to steal money from people. I know I should've paid more attention, but taking the money out of my account for a ONE YEAR subscription ($85) in the middle of the night for this app is ridiculous. 1 month wouldn't have pissed me off so bad. The name of the app is CALM!!! Why would you do something that upsets people like this?",7/13/2021 0:51,calm,google
1,"the app seems decent but I specifically didnt want it because of the $60 charge so I cancelled and deleted the app. yet a few days later ,of course , they conveniently took $60 from my Google play account anyway and I'm sure theres some B.S clause that will protect them from having to refund my money!! not happy just want my $ back",3/20/2019 9:37,calm,google
1,"I downloaded the app to try it ,and it ended up charging me WITHOUT any consent.",11/21/2018 0:04,calm,google
1,"I wanted to try the free trial, but i need to put my card details and i really hate doing this for an application that i know nothing about.",10/17/2020 15:11,calm,google
1,"This was deceptive. It charged my phone without notifying me. It says it's free with certain features to purchase. No they start a subscription when your ""trial"" is over that I didn't realize was a trial. I'm a senior citizen and I feel cheated . There are dozens of apps that are free. I HAVE REACHED OUT FIR MONTHS WITH NO HELP!",6/17/2020 12:38,calm,google
1,"There is absolutely ZERO free content on this app. Once you open it, it shows all of their content, but all of the content is locked. I??ve been scouring this app for awhile now, and there is absolutely nothing that you can listen to for free. All there is for free is one 3.5 minute intro from LeBron James. Nothing else. I feel like the creators should notify before you download that in order to use any content, you must subscribe to their $70 per year ??premium? service. 1 Star for complete and utter lack of transparency.",1/26/2020 20:22,calm,apple
1,Absolutely Not GDPR complient. Uninstalled immediately. They transfer all your info to the USA.,6/9/2020 18:59,calm,google
2,"I??ve had this app for years and used to love it. Unfortunately, I now find myself about to delete it and wanted to share some feedback from a now former user before I did. 

When I first got Calm, it had a handful of features unlocked. A few stories, several music/soundscape options. They were great. The premium options were tempting. I was considering buying the premium service though it was hard to justify it considering the plethora of other services available out there. Was Calm better than alternatives? Arguably, yes. Is it that much better to justify the high cost of admission? That was something I was on the fence about. I was willing to give it more time and see. In the meantime, I sung its praises it to a room full of women during a discussion on self-care, meditation, and stress management. I was a fan.  

Now, however, I find that everything on the app is now locked down and only available with the Premium subscription. I no longer have any options left making it worth the storage space on my phone. Where once the Premium subscription was tempting, it is now just off-putting. Apps that have no usability without subscription are immediately deleted on my phone. I gave Calm a little more time out of loyalty for a product I once loved. I??m not angry. I??m not trying to say that you shouldn??t have a premium service option. I just wish you still had some usability available like you used to. While you are good, there are other options out there for me that won??t cost me $$ every year. I wish you the very best and am sad to be parting ways, but I just can??t justify spending that kind of cash every single year. Thanks for the memories.",10/20/2020 12:29,calm,apple
1,"I never intended a premium prescription for Calm. I thought it was free or at the most, a monthly subscription that I could cancel at any time. When I have tried many times it says either this is not a legitimate reason for a refund ($70+!!) and when I say I didn??t mean to subscribe it freezes and won??t let me go further. I must persist. I can??t possibly pay this $78 annual charge even if it DID work for me. Now I??m afraid it will RENEW.",6/3/2019 15:19,calm,apple
1,I thought I was just getting text messages. I don??t want a subscription! There is no way for me to cancel the subscription! This is horrible and misleading! I will tell all the people I referred to cancel if they subscribed in error. Very disappointed ????,11/22/2018 4:48,shine,apple
2,"It's super expensive for what it offers imo. There are apps out there that can do the job for free. If you can afford it then go pay for it because it spoonfeeds you things well. If you can't afford it, you have the time to hunt down something better for free, which is why I think it's overpriced. I regret giving it my data, now the ads will probably never stop :(",2/8/2020 16:57,headspace,google
1,It was using data from my phone in the background and invading my storage,12/22/2020 6:14,headspace,google
1,"Unfair. The 14 day trial does not allow you to unsubscribe, you are trapped into paying for the annual subscription. I'm still waiting for someone to get back to me if I can actually end this trial as I havent found the app useful.",12/3/2019 10:54,headspace,google
1,Nothing makes me less calm than yet another app pretending to offer help to people with stress (including due to money problems) only to take all my personal details and then let me know I can only access the content if I subscribe to pay you said fing money that I don't have,2/2/2021 12:36,calm,google
1,Why do I need an account? Even if it's a paid for thing you don't need my name and FB. You've already lost me before it even begins.,10/19/2020 14:25,headspace,google
1,"Complete con,dosnt mention the fees,and when you launch it,it pops up Agree,or Read terms,no option to decline,not impressed",10/19/2017 14:10,calm,google
2,"Does what it says but has dodgy business practices, which is ironic. 1st - you can't cancel from within the android app, you have to log in through a laptop/desktop. 2nd - no warning about upcoming membership renewal.",12/12/2020 13:06,headspace,google
1,"Could not reach anyone to cancel in anyway before I got charged the full year amount that I had no idea I would, found while I was in the trial period too confusing and definitely not for me REQUESTING FULL REFUND WHICH I NOTICED WAS CHARGED THROUGH GOOGLE PLAY TO MY BANK ACCOUNT. I WAS SHOCKED AND VERY DISMAYED, NO PHONE NUMBER PROVIDED OR WAY TO CANCEL IMMEDIATELY UPON NOTICING I WAS CHARGED. WILL DISPUTE WITH MY CREDIT UNION BANK.",10/19/2019 18:05,calm,google
1,Got the free trial to see what its about and now the app wont show me my subscription details meaning i cant cancel before money is taken from my account,11/28/2020 18:59,headspace,google
1,This app does a ??free trial? then auto charges you and I??ve been trying to unsubscribe for years! They make it impossible and I don??t use the app and they keep charging me! If you make it this difficult for people to get out you deserve this low rating.,7/28/2020 15:18,calm,apple
1,I received an unauthorized charged for this I didn't even listen to for 2mins! And can't reach anyone and when trying to cancel it said I would still be charged! Just horrible stay away it's a SCAM!,8/31/2018 14:58,calm,google
2,Found it very deceptive that they auto charge you yearly subscription after a week trial ends without any confirmation. I recently got a free subscription from work that i was suppose to claim from a link. Apparently it didn??t go through because i was on the free trial so i was technically still ??subbed?,6/15/2020 15:47,calm,apple
1,I opened the app as a trial and it has taken money from my account which I did not want to pay for any subscriptions I would like a refund but it is impossible to get hold of you for this I have informed my bank its alot of money for a app,5/22/2019 10:45,calm,google
2,"Haven't had a chance to use the app, but it sends through notifications at a totally arbitrary time, and there's no way to change it or turn them off. Uninstalled.",10/31/2016 14:22,calm,google
1,"All in all, the content of the app is great. My main problem is that it's all made redundant by the fact that it periodically logs me out, forgets I've got Headspace Plus, and then I need to re-sync my accounts but always end up losing my progress and data. It's hard to keep on using an app that does this so often regardless of the quality of content within.",5/29/2021 3:00,headspace,google
1,"You can't even try it! Everything is locked. Unless you pay, or put in ur info for 7 day free trial.",2/17/2021 20:23,calm,google
1,"If your going to make have to buy everything then why don??t you make us pay for it at the App Store? 3:16 In the morning, everyone is sleeping but me, my ears are saying yes, but my brain is saying no. I started searching ways to sleep, I saw the headspace ad, I downloaded it and had the feeling ??Finally! Jeez.? I signed up, and wanted to listen to the 43 minute sleep cast. It said I needed a free trial. Then I went to the sleep library and pressed a cast WITH NO LOCK and I said ??what? So what does the lock mean?? If your going to have to pay for everything, why don??t we pay when we download the app? It doesn??t make sense. If that??s the case, is sleep space a up logger? If I could rate this 0 stars, I would.",6/16/2020 7:36,headspace,apple
1,Save yourself time. This app will harvest your details just to tell you it's cost of 4.99/month. I'm okay to pay for an app but tell me about the cost upfront and let me test it without asking to share my details by creating an account,3/9/2017 23:50,calm,google
2,"App is broken. Launched the app, attacked my Apple ID, and was forced to do a premium trial in order to even launch the app (despite apple suggesting I check it out ????). Once In The app, it looked great. Felt fairy easy and clean. Logged out. Ever launch there after forced me to log in and do the tutorial sign up process. Uninstalled. Reinstalled. Different account ID. Same issue. Uninstalled as it was causing me ANXIETY to before we to sign up and agree to a trial every single time I launched the app.",6/16/2020 18:38,shine,apple
1,"SCAM. SCAM. SCAM. I wrote several times to iTunes and the app??s website to please cancel my subscription since I did not authorize their charge for $75, and it??s IMPOSSIBLE to get a refund.",8/19/2019 3:04,calm,apple
1,"This is a very expensive service, why milk the few extra $ and sell our data to Ad trackers? That is just greed.",10/30/2016 4:48,headspace,google
1,"WARNING: Do NOT sign up for this app unless you are prepared to pay 100% OUT OF POCKET. I signed up for Talkspace mid August after seeing that my therapy would be covered 100% by insurance. Next thing I know, my credit card has been charged $396 for a month subscription. My insurance provider said they were never billed so they can't reimburse. Been trying to reach customer service for the past 5 weeks and they have yet to respond to my OR my insurance provider's inquiries. Don't waste your $.",9/29/2020 7:06,talkspace,google
1,I was charged $70 without my consent on the app and there is no customer support available. Someone needs to contact me immediately.,10/29/2019 13:27,calm,apple
1,Wanted my card number before allowing me to even see the app. No thank you. You tube has plenty of guided meditations.,4/4/2021 8:42,calm,google
1,"it says you can cancel the free subscription, but carefully hide WHERE from you anyone tell me how to get out of this",4/16/2019 11:20,calm,google
1,"When I started, I gave a thorough explanation of exactly what I needed in a therapist and what my history was. I ended up being assigned a therapist who never ever once asked me a question that wasn't some variation of ""how are things?"" I would reply with analytical and clear answers, and all I would get is, again, some variation of ""I hope your day gets better."" Absolutely no analyzing of my life of struggles. She never even asked what I do for a living or about my family. Nothing! I requested a new therapist (because they already have my whole month's worth of money) and suddenly the app started ""glitching."" So they have a month's worth of my money and I have to figure out how to cancel my auto payments without being able to get into the app.",2/25/2015 0:54,talkspace,apple
1,"I needed help dealing with my mom's death, I got one therapist reading from a script, and another who wanted to upsell me on a more expensive plan. They prey on people who need help.",11/16/2016 3:19,talkspace,apple
1,"The app is awesome but for somebody who is already stressed and anxiouse, the least that they would want to find in an app that is supposed to help them, is finding out that everything has to be done with money. Its not fair that everything is locked unless you actually pay for it.",10/29/2019 21:45,calm,google
1,DO NOT DOWNLOAD THIS APP!!!! FRAUDULENT UNAUTHORIZED CHARGES WILL FOLLOW! I downloaded this app along with a few others looking for a meditation app to my liking. I NEVER SIGNED UP FOR A TRIAL OR A SUBSCRIPTION!!! My bank account was charged $75 FOR A YEAR SUBSCRIPTION THAT WASN'T AUTHORIZED BY ME. NOR DID I ENROLL IN A TRIAL OR SUBSCRIPTION. I contacted my bank immediately to alert then of the fraud. I contacted the developers & heard nothing. I'm reporting this also to the BBB!!!!,12/14/2019 17:27,calm,google
1,"I downloaded the app because it looked cool, when I tried to use it they wanted me to sign up and agree to a 7 day trial where I am automatically billed $70 after and each year going forward. Immediately deleted it, what a joke!",11/15/2018 23:18,calm,apple
1,Nothing is free here. You can't even get a demo without subscribing. And it starts downloading its resources even though I can't use it due to lock.,1/4/2021 0:00,calm,google
1,"Why is it so easy for anyone who already has access to the account to change the password. The app doesn??t even require them to know the old one. And the app won??t even sign other users out after a password change. For instance, I could change the password on my end. But then other users can easily just change the password again because they were never sign out and are never asked for the previous password. This system makes no sense.",10/11/2018 12:44,calm,apple
1,Horrible I had challenges navigating and thought it was something that was totally free and I look up and 3am I see a charge on my checking account today would have been the 7 day I would had cancelled today if I knew they would charge my account while any normal person (I suffer from insomnia) would had been asleep I had planned to cancel now they are saying I can cancel but I will loose my $59 I am disgusted that my refund request was rejected..I am a single mom of a disabled child,10/1/2019 2:27,calm,google
1,"After being spammed almost daily on multiple sites and vids about this app with no way to opt out of its adverts, I downloaded this app just to give it 1 star for annoyance! since the app adds are like chinese water torture!!! I was chilled until this app started making me need meditation from just all of the spam. I have add blocker on my pc, but not phone brower or apps, but I am at the point of rooting my phone just to get rid if these ads. gaaaaargh!!!",5/3/2019 6:15,headspace,google
1,I was charged while in the trial period. I was told I would be notified before charged and I wasn't. The purchase was an accident and I requested a refund immediately. I have been out of work for over a year due to cancer and covid. I was refused a refund. This is bad customer service. Stay away from them.,2/11/2021 16:56,calm,google
1,"I was referred by a friend to try this app... I wasn't a fan. While trying it out, I used the free trial. They make it so hard to unsubscribe/cancel trial so I just deactivated my account thinking that would cancel out my credit card info, well I was WRONG. Now I can't login to deactivate my card bc I canceled my account. Not to mention, I can't even call a customer service number. I'm pissed! I hope someone contacts me soon or I will look into legal action.",10/14/2019 10:59,headspace,google
1,Stupid cause they take ur data/wifi and money,5/23/2020 16:34,calm,google
1,"It is now the 9th and I paid for couples therapy only to be matched with two different non responsive providers who are supposedly ??working every day? and available yet neither of them had sessions available for the next 3 weeks. First provider didnt respond for a week, second provider responded after 4 days and that was to send 2 messages and then nothing! Still not a single video session. A member of the customer service team let me know they were working on matching me with someone who had sessions available as well as the provider who said they actually did have availability yet it takes several days for responses from the support team (messaged on the 5th and I??m still waiting). Although I appreciate the support team for trying and I??m sure covid has therapy bills surging, i just canceled my subscription for ??unlimited? messages to my non responsive therapists and am still 0 sessions in to a plan that ends on the 31st!!! I wonder if I??ll even get one session in for the $300 I wasted on this app.",3/10/2021 0:42,talkspace,apple
1,This app took 76$ from my card idk how i dont recall puttin my information in this app ive only used it once didnt even help me dont recommend,1/7/2021 12:21,headspace,google
1,"When I paid for a year lady year there was nothing to say that I had signed 
up for annual automatic payments every year for ever. I used the APP for 
about a month or 2 and deleted it - imagine my rage when the bandits stole 
another ?44 from me 10 months later!!!! Avoid these bandits like the plague!",7/16/2018 10:28,headspace,google
1,"When i first installed this, it mentioned being completely free, looked at it and that was obviously a lie. Forgot to uninstall for a few days. Sounds fine right? Just takes up a bit of space... i started getting suspicious charges from them even though i hadnt signed up for anything, or had even opened the app, luckily i had billing turned off beforehand, so i was warned by my provider. DO NOT INSTALL, DO NOT RISK IT.",5/31/2020 18:43,headspace,google
1,Had this app for a while and never used it so I decided to cancel the subscription but they blocked my account for changing my password because I forgot it. So now I am locked out of my account but they keep charging me,8/11/2021 19:54,headspace,apple
2,"Now I know why the name is Talkspace, because it feels like you??re talking to space so far have only been using it for 4 days and I want my money back. The therapist stated she checks during lunch time and later in the day and yet my first response was at about 6 the next day, she had a couple of follow up questions and then the majority of her  2nd response was a whole bit about how I can send her a video or audio message (which is more a month hmm sounds like she??s interested in something else. I now requested to switch the therapist and I haven??t heard anything since. I would cancel now if it wasn??t so dam expensive!",11/18/2018 1:47,talkspace,apple
1,I am very disappointed in the lack of communication from you. I only wanted a trial period to test out the app and before I knew it the money I had left in my account was deducted. I am unemployed due to Covid-19 and I did not want the full version of this app. I did not even receive a notification that my trial was about to end. Please refund me in full!!!,5/11/2020 4:51,headspace,google
2,"What a terrible and difficult experience to unsubscribe auto renew. No way 
to do it through the app. Completely hidden in the website and 3 steps to 
actually remove it? This type of design should have a penalty. Non mindful.",6/14/2018 4:46,headspace,google
1,I have an account with this app the password of which I have forgotten... Not used it since a year now but the yearly membership fee of the app has been deducted automatically... Horrible... Don't ever take a membership... Try and forget,6/22/2019 9:27,headspace,google
1,"This app was automatically opening up itself in my browser and deleted/avoided to recording of my history and also occurred to lose my flavoured pages which l wanted to continue with! It's come up with a pop-up page for forcing to submit/give the access to gathering marketing related information, but as the only choice! Although I had used its very few and quite short free parts of it a good while priory to this matter, which happened twice in a few weeks time but never will download it again!",5/5/2021 21:02,headspace,google
1,Won't let me delete my account through the app!,9/12/2018 22:04,sanvello,google
1,"This app is a dissapointment. I decided to try the free trail.on the ??second day this app charged me ?49.99 , so now each month they continue to charge me ?9.99 ? I havent even opened the app it yet im out of pocket almost ?150.00 minus 11 pence.i got intouch with google and headspace and nothing, i expect a full refu d and will write to headspace again",9/20/2021 9:14,headspace,google
1,Downloaded this during a difficult time and after a few nice messages I started getting called names and they were telling me to go kill myself. Would NEVER recommend this to anyone,10/27/2018 15:10,talkspace,apple
1,My password was correct and they made me correct it 15 times so this is not it and last time I downloaded it I mean I didn't make me sign in or nothing only do was click a button and I got to do whatever I wanted on here relax and now I have to sign in now thank you???????­???ª???ª???ª???ª,1/15/2019 19:36,headspace,google
1,Can not try this without giving your credit card details. Yes the trial is free however they will hope to trip you up after 14 days and help themselves to $91 of your money. For doing this typical scam you get 1 star.,11/26/2019 13:10,headspace,google
1,This is very misleading. I had canceled my subscription on the same day the 14 day FREE trial began. 3 days later my debt card was charged $74.97!!!! I am so upset. I want a refund please. how do i get my money back?,9/29/2020 8:52,headspace,google
1,If you download headspace you will automatically charged for a subscription. Be aware. No way to cancel subscription in app which is ridiculous.,12/8/2020 16:39,headspace,google
2,"App was good but now I can't use the free courses because the app gets caught in a loop of asking me to sign up and billed per year, I decline and it brings me back to the start of asking me to pay. I would consider buying it if it didn't push it on me. Will be deleting due to this",3/8/2021 1:06,headspace,google
1,"I dont mess with apps that A) force me to login with a social media account, therefore taking my personal data. You dont need it. And B) offering just enough content to tease before demanding money.",10/22/2018 14:39,headspace,google
1,I turned off notifications and still got notifications. Uninstalled. | Update: I'm not going to contact the developer. You should just make your app less intrusive and respect when users don't want notifications.,8/7/2019 23:27,headspace,google
1,This app is absolute garbage. Wants all your details before letting you use the app. Won't let me delete my account and unlink socials.,5/25/2021 7:43,headspace,google
1,"Talkspace is a waste of money. Messaged the therapist twice in two weeks (despite ""5 days/week messaging""). Therapist didn't respond to messages, didn't make a helpful plan, didn't complete live sessions, and really didn't do anything useful. She told me she would help me and then never messaged me back. When you try to unsubscribe, it takes you through multiple (and devious) pages to lure you into paying for them. You have no idea if the person is actually licensed and they dont help you.",11/17/2020 14:04,talkspace,google
1,"This is the worst app ever. All it does it try to upsell. Can't get to second session without sharing contacts. Find a different meditation app, any one will be better than this.",6/27/2020 22:09,headspace,google
1,"I don't like to be forced to purchase an app before I can try it, and this one won't let me try it without giving my payment info",1/8/2021 0:04,headspace,google
1,"I wish there was a zero option for rating. This is complete nonsense with a self-indulgent ninny leading the ""meditation"". It is also fraud. I have tried to cancel my subscription multiple times and they are still charging me. I have to cancel my credit card and a file fraud report with my bank.",5/5/2019 12:38,headspace,google
2,"Its a great app and I really don't use it as much as I should, but I have serious concerns about the latest update.   Can the developers please explain why you need the access to my phone, my networks and my sd card in this latest update?  I am not at all happy to give you this access as I feel that it leaves me vulnerable to unwanted access by Headspace or if Headspace is targetted by hackers.  I look forward to receiving your reply.",2/15/2016 9:20,headspace,google
1,im am nine years old and the ad did not say anything about a acount my mom said she will not put her info in this app ssooo..... that why i did one star rating,12/19/2020 19:20,headspace,google
1,Terrible customer service. Lost my password am unable to connect to my SUBSCRIPTION service - nice layout on the website to disconnect from your PAYING customers...,4/15/2020 11:08,headspace,google
1,"you can't even delete your account its difficult to find everything and they dont even answer your question.It is very expensive as well,for an app it is not worth money.",7/21/2019 19:33,headspace,google
1,This app used 1.2gb of my data in the background this month...without me opening the app even once... Such a wrong thing to do..,7/31/2020 15:54,headspace,google
1,"I would give zero if i could, this app claims to teach meditation but what it actually teaches is some whitewashed bullcrap, which in no way shape or form is meditation. This is an outstanding example of cultural appropriation and exploitation, as about 95% of the features in this app require microtransaction payment. The best way to learn meditation is to find a local buddhist temple or center which offer meditation sessions based on donations, to the temple or the centre. Avoid This App!!!",3/24/2019 16:38,headspace,google
1,"Will not let u unsubscribe, and I never subscribed. I just clicked off the app and it said I was subscribed",2/3/2020 5:41,headspace,google
1,"I used this apps free trial to test out and wasn??t into it, but subsequently forgot about it before the week was up and now they are trying to charge me despite me deleting the app after my trial was ended (or so i thought , i guess i was a day late) even though i have zero dollars in my account and now even if i did have money, apple won??t accept my card anymore. so thanks, headspace, i??m now poorer then when i started.",8/25/2021 0:00,headspace,apple
1,I tried to cancel my subscription and they kept charging my card for months. They wouldn??t even let me take my credit card info off their site. We are having to call our credit card provider to report them for fraudulent activity.,4/10/2019 21:30,talkspace,apple
1,I cancelled my account not having issues.  Find out that this company will still bill you after you cancel.  Called and talked to more than 4 people all the company tells you is that they can send an urgent message to the billing department.  After 2 days and asking for a supervisor who answered..named kamisha.employee #3090.apparently supervisor is the highest people to talk to. There is no owner or no one and she has no way of contacting billing.  So when they take ur money you are screwed! Waiting still!,4/6/2016 10:46,talkspace,google
1,Never signed up to pay for this. Uninstalled it. Now my bank has blocked my card because last night 16 attempts to access it by headspace were made,9/3/2019 9:33,headspace,google
1,"I was not able to use the service but a few times.
I had no idea they would charge my credit card for another month without my authorization. 
They would not refund my card even though I was not using the service. 
I feel I need counseling to deal with the stress this Company has caused me.",11/14/2019 18:35,talkspace,apple
1,Designed to be super complicated if you want to delete your account. They force you to raise tickets that are a nightmare to find. One stressfull experience!,10/4/2019 4:49,headspace,google
1,"I wish that I had read the reviews before signing up. I spent $50 on a therapist (insurance covered the rest) who could only tell me that I needed to contact customer support for couples therapy even though they handle relationships. I spent another $395 for a couples therapist (insurance did not cover) and no response for a week untill I raised a stink. You can only freeze therapy for a month when it automatically unfreezes and charges your bank account again. Stay away. Stay far, far away.",7/2/2020 9:06,talkspace,google
2,", so I deleted it and redownload it it for my dad to see what it how it worked and then it said that someone already had my account so I don't really like how it did that someone please please",8/25/2018 21:41,headspace,google
1,Just because of how much promo there is why can't you just make a Google account do I really have to give up my FB account or Spotify account too and why isn't this for free this is meant to help people not take advantage of them I can't sleep right so I have to pay for this is the same as women paying for tampons its unfair and wrong. No fk face you can't ok I'll at these bot replies you are the worst cnts in the world tbh.,12/20/2020 2:05,headspace,google
1,"For the last few weeks the app keeps changing my daily entries. I??ll enter water for instance as ??10 cups or more??, close the app, reopen it and it has returned water intake to zero. It??ll do that for several entries. Right now, for today, I haven??t entered a single thing yet it??s reading as 30 mins of exercise and five hours of sleep. 

So at the end if the week I??m getting wildly inaccurate and monumentally unhelpful data as to which were my best and worst days. Took me a little while to spot it because I??ve never had this issue with the app. Anyway it was once good, now it??s garbage.",6/21/2020 13:48,sanvello,apple
1,You have to create an account before you can do anything. You are not allowed to even check things out to see if its right for you without doing this.,7/5/2017 12:56,headspace,google
1,"This stupid game sucks. Because You have to give them your info and you will have to pay for a stupid dumb,retarded app",12/3/2019 0:39,headspace,google
1,I saw on the news that they are offering headspace free for 1 year for those who are unemployed due to covid-19. It is not true. They're only offering two week free trial and then they charge your card $70. There is nowhere that I can find where you can sign up for the free year. Bait and switch tactics.,5/15/2020 10:00,headspace,google
1,"I never authorized payment for this app and they took $75.69 without my knowledge. I have never paid for an app. Honestly, I am just lucky to pay my rent and food bill. I am horrified because I think they take advantage of people like me who are not technically savy. Not even sure what to do.",4/5/2021 11:28,headspace,google
1,"my free trial ended and u automatically upgraded me to premium without letting me know first . I can't believe u would just reach into my acct and take my money without warning me. u're not responding to my DMs and comments. i need a full refund because i am not using ur app anyway, so why would i be charged without my knowledge? that is so unethical of ur team.",5/5/2021 6:19,headspace,google
1,"I wanted to like this app but I was uneasy about the prospect of being sold something after 10 days. I was also bothered by the fact that all of the videos were cartoons of white men.  Why? I said if the next one is white man I'm finding a different app. So, goodbye headspace.",2/17/2017 2:56,headspace,apple
1,"The app was ok. A little confusing to navigate, but ok. But the guided meditation doesn't really work for me. There's too much talking. It just makes it hard to concentrate. But I thought I cancelled my subscription before it renewed, but I guess there are three different ways to cancel it depending on how you bought it and I did the wrong thing, so I get charged like $90 to renew it. I contact them and tell them told them I tried to cancel it and I don't want it, and they told me that they weren't able to refund the money. Because that would just be impossible, to give me a refund and cancel my access. So you make cancellation complicated and then take advantage of people who do it wrong. So sleazy and unethical, especially with such an expensive annual rate.Try the app if you want, but sign up with a gift card so they can't renew it in you without your consent.",12/2/2018 23:11,headspace,google
1,Its telling me for a password but my mom dont have one and i dont ether nothing in my pocit,11/30/2020 0:27,headspace,google
1,"Plain and simple, do not waste your money on this service. The customer service is non existent. You will not get a response if you reach out to customer service with any issues. My first ??therapist? never responded to my initial message. For people struggling with mental health issues, this app will only make it worse.",9/12/2020 0:07,talkspace,apple
1,"I have been prevented from signing up because no password I chose is strong enough! Used upper case, symbol, letters and numbers. Looks like they are running some sick experiment on people trying to get help!",10/2/2021 22:03,talkspace,apple
1,"The app and website do not allow you to cancel your subscription. I had to have my credit company put a freeze on charges, because the help center has gone from an auto-reply saying that they're receiving unusually heavy traffic and will reply within seven days to one that has given up providing an ETA at all. The system didn't allow my therapist and I to connect for the video session we booked, but really... they won't let you cancel; I should not need to say more.",7/23/2020 23:40,talkspace,google
1,"Dirty tactic. I was given a 14 day trial, and was told I would be notified when the trial would be ending, yet I open my account to find that $90 is now missing, and that apparently the free trial ended without the app, or the App Store notifying me. I was told I could only get a refund within two hours, which obviously has now passed since I wasn't notified of this upcoming purchase. I was disappointed with their app and services and I am even more disappointed now.",10/1/2019 17:20,headspace,google
1,"Signed up for this app, paid $100, was transferred to a therapist instantly. After about 2-3 days, he said he was no longer able to see me because he found another job, and that someone else would be assigned to me. That was a week ago. I've noted this in my dashboard, told support about it, and I've just been waiting for a new person. Now I get a notification the membership is cancelled, so I paid for a month and only got a few days. It's a scam, don't bother.",9/8/2016 19:41,talkspace,apple
1,This app stole 69.00 from me I??m a single mom working two jobs I would never subscribe to something for a year. Now all I want is my money back so I can buy toilet paper and groceries. Someone please help.,1/10/2020 15:53,headspace,apple
1,I thought it wouldnt cost money plus I get scared they're just trying to get information about me to kidnap me or something I'm scared,6/14/2021 20:14,headspace,google
2,This was my favorite app ever and your new update ruined it. You lost my data and forced me to start from the first meditation. You snipped it from 10 mins to 2 mins. What's the point of all of that!,6/18/2017 5:32,headspace,google
1,"I don't care whether this app is good or bad. It is sufficient to hate a app, if it's advertisement comes in every 3rd video I play on Youtube. And there's no way I can stop this except I have to install it. Common, if you continue to remain that aggressive, believe me, your market will fall. Shame on you and shame on youtube add policy.",12/4/2017 15:48,headspace,google
