,score,content,date,app,platform,relevancy_label,llm_response
878,1,"I never gave the authorization for premium subscription. Yet, they charged it to my account without my authorization. Not right!",3/3/2019 22:23,calm,apple,maybe-privacy,yes
879,1,"What a SCAM! YOU ARE THIEVES! I signed up for the 7 day trial, went in my subscriptions a few days ago to cancel bc I didn't even use the app, and it said I had no subscriptions to cancel. My husband and I spent two days trying to find where to cancel the trial and it was no where to be found. You guys set people up to steal from them. Disgusting. I was just charged for the year.",5/15/2021 8:59,calm,google,maybe-privacy,yes
880,1,"They intend to help, but you can't even unsubscribe. Super agresive settings. NO, LET SOMONE ELSE BUY YOU YOUR LATTE",2/8/2020 12:40,headspace,google,maybe-privacy,yes
881,1,Deleting your account is impossible. Total intrusive scam.,11/23/2020 19:02,calm,google,maybe-privacy,yes
882,1,I think it unscrupulous at the best of time to obscure the ability to unsubscribe from a service. Doubly so when they service purports to care for your mental health.,9/10/2020 17:36,headspace,google,maybe-privacy,yes
883,1,"Hmmmm, so I realized there was this app on my phone but had no idea what it was for. I got an SMS that read, 282 Ghana cedis has been deducted from my account. my nephew downloaded it mistakenly. He didn't even try the free days because the phone is mine. He said he was supposed to be notified by message in 2days before subscription takes place. There was no such reminder, yet the amount has been deducted today. How do I get my money back please? The cash is for my boss please.I'll be sacked",7/3/2020 18:46,calm,google,maybe-privacy,yes
884,1,suddenly the app logged me out and now doesnt even recognize any of my email ids when i do forgot password!!.Neither it recognizes facebook login and doesnt even have an option to login with google account.Not sure how to resolve this.,7/11/2019 23:15,headspace,google,maybe-privacy,yes
885,1,"THIS IS A TRAP! I was happy to pay the 60$, when I did they denied me access to the application and will not return emails. There is no number to call and they keep redirecting me to their ""frequently ask questions"". It is a scam dont bother with it! THIS APP CAUSES ANXIETY AND SLEEP DEPRIVATION",8/17/2019 8:05,calm,google,maybe-privacy,yes
886,1,"After seeing this app mentioned on ??Explained: The Mind? I decided to download it. All of the content appears to be celebrities reading stuff - the last thing I want when meditating or going to sleep is to hear someone speaking in my ear. I immediately closed the app and never used it. I was charged 50$ AUTOMATICALLY without any option to refuse via the iTunes Store. 

DO NOT DOWNLOAD OR USE THIS APP. It is a scam, there is no free trial, they will steal your money. 

I hate to leave a 1 star review but the hubris of the app developers really pisses me off. Screw this company and their exploitive business model.",12/29/2019 2:10,calm,apple,maybe-privacy,yes
887,1,I subscribed to a trial period a week ago while on vacation but didn??t find it useful so I figured I??d cancel once I got home and had more time. Just today received a ??receipt? from apple that my ?? YEARY subscription of $60 dollars? went through. I NEVER once agreed to a yearly subscription and find it so beyond fraudulent I was never informed and that apple wont issue me a refund. Do not let these people into your bank account!,11/11/2019 23:32,calm,apple,maybe-privacy,yes
888,1,60 bucks is a bit steep. I'm not about to hand over my billing info when I see all the complaints about people being charged anyways. I'm sure i can find a way without this.,8/29/2018 18:06,calm,google,maybe-privacy,yes
889,1,"Tried to create a new account, but my email address has been used before. Ok, so I try to log in, wrong password. Ok, so I click on forgot password, email address invalid no account by that address. ARE YOU FREAKING KIDDING ME!?! I downloaded this app to help me relax and you've just made me more stressed out...good freaking job!",10/15/2019 20:57,headspace,google,maybe-privacy,yes
890,1,I subscribed and was charged. The app kept telling me I did not have a premium subscription and would not allow me to access content. Had to contact Google for a refund. Did not make me very calm.,7/17/2020 19:36,calm,google,maybe-privacy,yes
891,1,Why has it taken money when I had uninstalled it as I didn't like it ????? This app shud have confirm b4 taking money whether the client wanted to continue after 7 days or not ... I deleted uninstalled it within a day and I'm charged for the yearly subscription...I want refund 100% .,9/27/2019 4:06,calm,google,maybe-privacy,yes
892,1,"Steals all your info, monotone judgemental mind controlling voice without insight (no pun intended)",3/5/2018 15:22,calm,google,maybe-privacy,yes
893,1,"You have ruined my phone use by your constant unwanted ads ???­. Stop sending me ads for God's sake!!!! Not sure if you are aware that your ads appear on my phone regardless of my objection to receive them. I simply visited your website one day and decided not to go ahead with subscription, so even though you claim you have no ads within your ap, somehow they appear every time I attempt to use my mobile phone.....very irritating ???­.",7/13/2021 2:45,headspace,google,maybe-privacy,yes
894,1,Money was taken oht of my account without my permission for the free 7 day trial...i decided i didnt want this and come to find out it drafted my account not one but twice and now i have $64.99 in charges and overdraft fees.,5/28/2020 22:42,calm,google,maybe-privacy,yes
895,1,"The app opens up with a nice relaxing screen that has you tsming a deep breath, it feels nice. Then you realize they are just trying to make you relax so they can bend you over and take your money. Literally hundreds of people getting charged the 70 usd without their approval by this creepy app.",12/21/2020 2:24,calm,google,maybe-privacy,yes
896,1,To be able to leave notes about how you're doing that day you have to get premium. My mental health shouldn't be a way for some app to take my money. I'm just trying to be healthy,9/4/2018 21:04,emoods,google,maybe-privacy,yes
897,1,"I used this last year when it was pacifica and it was great! Yesterday I installed it again and today had to log out and now it won't let me go back in. Tried to change the password but asks me for a verification code and when I put the code it says its ""unavailable"". I also got an email that said i could get a free trial until 31/12 as long as I answered the survey but how could I get that if I cant even enter my account? Pls fix this. I just want to be able to enter and delete my account.",11/12/2019 10:37,sanvello,google,maybe-privacy,yes
898,1,Tell me I'm going to have to pay BEFORE you HARVEST my details!!,2/26/2020 6:23,calm,google,maybe-privacy,yes
899,2,"I would give it a higher rating because the idea is nice, even though I don't use it. The low rating is because I have tried to remove it and it doesn't show on my phone's home screen, app screen or app list. It's not even in the Google Play website in the ""My Apps"" section. The problem is that I keep getting notifications from the app and I cannot uninstall it!",1/19/2016 4:09,sanvello,google,maybe-privacy,yes
900,1,Just because of how much promo there is why can't you just make a Google account do I really have to give up my FB account or Spotify account too and why isn't this for free this is meant to help people not take advantage of them I can't sleep right so I have to pay for this is the same as women paying for tampons its unfair and wrong. No fk face you can't ok I'll at these bot replies you are the worst cnts in the world tbh.,12/20/2020 2:05,headspace,google,maybe-privacy,yes
901,1,"Please, for the love of all that is good, change your ads on YouTube. Every time I try to fall asleep to some ASMR, your ad pops up with Pennywise whispering ""Hello again"" through my headphones. It's sooo unsettling. Please do an ad that has anyone but whoever that dude is in it. ???ñ???????­",7/7/2020 0:54,headspace,google,maybe-privacy,yes
902,1,"I made a mistake to get this app. I can't or don't know how to cancel this app. My Gmail is on ur company, it say to cancel with it 24 hours , can u cancel it for me. Thank you",6/3/2020 20:49,calm,google,maybe-privacy,yes
903,1,Cant unsubscribe,4/8/2020 19:14,calm,google,maybe-privacy,yes
904,1,cant make a PASSWORD.also who do u think is going to hack your account or log in your account.put a lower case upper case stupid numbers and diffrent simbols cmon now atleast do so u only need to do one of these not all of THEM.Also why would i need an account for this its for making you sleep,1/27/2020 3:17,headspace,google,maybe-privacy,yes
905,1,"Didn't care for it. Went to delete my account, not available to do under 
settings. Had to go to their website, and still not easily available. To 
delete you have to go through steps. It's not even an option when filling 
out a help request. I had to select 'other'. Any site or company that 
doesn't make leaving simple is not a trustworthy one.",8/8/2018 17:54,calm,google,maybe-privacy,yes
906,1,Calm is selling location data according to what was said in Today??s show! Unacceptable for a meditation app,10/13/2019 15:04,calm,apple,maybe-privacy,yes
907,1,Don't like apps that want you to provide personal details before you can use it.,10/12/2020 18:52,headspace,google,maybe-privacy,yes
908,1,"Horrible, I uninstalled the app immediately I downloaded only to check my account and realise my account has been debited today. How will u debit my account for an app I already uninstalled on my phone. I need a refund now",12/21/2019 8:00,calm,google,maybe-privacy,yes
909,1,"All in all, the content of the app is great. My main problem is that it's all made redundant by the fact that it periodically logs me out, forgets I've got Headspace Plus, and then I need to re-sync my accounts but always end up losing my progress and data. It's hard to keep on using an app that does this so often regardless of the quality of content within.",5/29/2021 3:00,headspace,google,maybe-privacy,yes
910,2,"You have to pay to speak to someone AND
they really really creepily ask you where you live. i wouldn??t want to give out my information to a stranger even if it??s a therapist.",1/3/2019 7:39,talkspace,apple,maybe-privacy,yes
911,1,"I gave it a go, downloaded the app and subscribed to the free trial... decided its not for me, but thats not the reason for the negative rating. There is no unsubscribe button, it tells you to come to the app store and do it. According to the app store I don't have a subscription. Absolute joke! I even went to the website and searched it, it gave me a link to click and tells me to change the auto renew setting, low and behold, it doesnt exist. If I could give less than 1 star then I would have.",4/10/2020 16:53,headspace,google,maybe-privacy,yes
912,1,I had headspace for a while It worked good very easy to follow . Recently i decided to try headspace again it has been impossible to log on or recover my account i tried resetting the password it and there is an error every single time . I tried using my old password (Google saved it ) but somehow there's an error every time . Very infuriating not calming,1/20/2020 12:28,headspace,google,maybe-privacy,yes
913,2,I used to be addicted to this app when I had problems with anxiety. The mindfulness sessions and sleep casts worked amazingly. Now it's become so incredibly money hungry and very disappointing. Nearly everything I used before is locked and you must pay. You'd think for an app about helping people subscription fees would be minimal. I don't want to offer my bank details to an app thank you. If the app returned to how it was maybe people like me would consider re-downloading. For now i'm deleting.,3/8/2020 13:54,headspace,google,maybe-privacy,yes
914,1,"*Warning! If you give your details to this app they will never delete them* I emailed them asking to delete my details and they replied 'I have deleted your account by anonymizing the data associated with your account' ... 'Applicable law permits Calm to retain certain data' The actual app is really bad. If you use the free version there is no option to search for only free meditations so you have to scroll through lots of paid locked meditations. The voices used are nasally, not calming.",7/22/2020 11:05,calm,google,maybe-privacy,yes
915,1,"This app is confusing. The actual app is free but after you put your 
information in it says you have to have a subscription. I would suggest 
putting a price on the app that way people know you have to pay.",5/7/2018 23:51,calm,google,maybe-privacy,yes
916,1,you tried to charge my paypal account without my knowledge for a year subscription. I listened to it for 2 evenings and I received a text message stating my payment was declined. text did not mention what I was being charged for. I had to text the word STOP to find out it was for this app. I have now uninstalled it. Be careful it could happen to anybody downloading apps to try for free before deciding to purchase it.,5/23/2019 1:31,calm,google,maybe-privacy,yes
917,1,"read and understood that this app would require a yearly subscription. so I tried the weeks free trial and although some of the content is good its (for me personally) not worth paying for. I tried to cancel the subscription but was taken round in a never ending loop of ""you need to update your web browser"" and was unable to cancel. therefore I have just received an email saying I have paid ?37.99 for a service I do not want. having contacted my bank I am unable to cancel the pending transaction",7/5/2019 19:50,calm,google,maybe-privacy,yes
918,1,"Uninstalled without signing up. I would like see what it is and how much before I have to sign up. So, can't tell you ANYthing about this secretive app.[Edit: found the cost in App Info]. Still not signing up without seeing what...",11/22/2018 7:03,headspace,google,maybe-privacy,yes
919,1,I would seriously like to rate this a no star....ya know zero...download all you want cum up with a GODAMN passWORD... go eff a dunkey...or somehting...seriously how many fingers am i holding up and can you read in between the lines...........................................omg its the middle finger,4/25/2021 20:47,talkspace,google,maybe-privacy,yes
920,1,"I think it sucks that you took $59.99 out of my account without my permission. I did not want to renew, I do not use your app and I woke up to this amount taken out of my bank. I finally found where to cancel my account this morning but now I am out of $59.99 and a year subscription to something that is worthless to me. I am on a fixed income and this right now has me more upset then your app can ever help with.",12/17/2018 8:12,calm,google,maybe-privacy,yes
921,1,"Never purchase this app. This app makes you go through all stress you tried to get rid of, How you ask? They don't make it easy for you to cancel your subscription. They'll make you go around and around in order to find the auto-cancel renewal. (Still couldn't find it by the way). And they even mentioned that if you don't see the button, contact them to help. Then they send you to your E-mail to contact them. 3 days later.. Horrible business practice and scammy no refund policy. Be warned.",11/29/2019 14:38,headspace,google,maybe-privacy,yes
922,1,"I thought I would try Calm so I downloaded it for the trial.   Next thing I know I was billed $65 for an annual subscription that I never approved. When I contacted Calm they said it wasn??t their problem that I need to contact iTunes. When I contacted Apple support they told me that a refund wasn??t in their terms of service. This is a super crappy way to get new business. I will not only never use Calm again, but the experience was the exact opposite of what I had hoped this app would provide me. And on top of that it??s going to keep me from trying other apps, so there you go you just ruined it for everybody.",5/9/2018 22:46,calm,apple,maybe-privacy,yes
923,1,"I appreciate Headspace as a great way to promote and contribute to mindfulness, but I wish they would not make it a maze to delete the app.  In an app that is built to simplify thinking and life, they certainly have made it a complicated process to unsubscribe.",12/29/2016 12:08,headspace,apple,maybe-privacy,yes
924,1,It have an error message saying there was an error in registering but wouldn??t tell me what the error was so I couldn??t fix it or register.,12/22/2019 23:36,talkspace,apple,maybe-privacy,yes
925,1,I downloaded the app for the free trial and before the trial was up I tried to unsubscribe so I wouldn??t get charged for the year but the unsubscribe option was not available so I deleted the app thinking that I wouldn??t be charged but I was charged today for the year. I feel unfairly charged for something I tried to stop the subscription before being charged but when trying to click unsubscribe it was not available not allowing me to unsubscribe can I get this issue fixed please?,3/1/2019 23:11,calm,apple,maybe-privacy,yes
926,1,"I struggle with an anxiety disorder and depression. I needed to start speaking with someone quickly and thought this would be a good way to do so while finding a local therapist for tele-visits. 

For the cost of the service I could have had three actual therapy sessions. I heard from the therapist after the time the app told me I would and they explained that they have no control over how many patients they have so they cannot even begin to meet the deadlines set in the app. We??re talking about 100 people being assigned to a single therapist. No one can be expected to provide quality therapy to that many clients. 

Did some more online research and found out that therapists are barely getting paid so why would there be any incentive for them to answer messages let alone provide meaningful responses? So yes, I could switch therapists, but then a person who has done nothing wrong but can??t keep up with Talkspace??s ridiculous client numbers gets penalized and I would just get shifted to another therapist in the same boat. It??s not right for either of us. 

I wish I??d researched them more before signing up but I was in need of help and short on time. Now they have my money, don??t offer refunds and I??m at square one and facing the same issues I signed up to get help managing on my own.  $300+ dollars has given me some generic exercises easily found in any CBT/DBT workbook and an expensive digital journal and no actual therapy. 

I feel cheated out of my therapy budget for the month and will not continue with the service. If you are struggling with any diagnosed condition this is not a good place to seek assistance. While they claim that it??s less expensive than traditional therapy, it??s not and the value for the money is low for both patients and therapists. Talkspace strikes me as a very predatory business taking advantage of already vulnerable people attempting to find legitimate help for actual health concerns. 

Spend your money elsewhere, their business model is harmful to both patients and therapists.",9/30/2020 17:04,talkspace,apple,maybe-privacy,yes
927,1,"i had the app on an old phone, i did not use the phone or the app for more than 6 months!! and when i opened the phone, the app charged me 50?ª!!!! i want my money back!!!! this is abusive and i will not settle until i get my money back!!! you literally stole money from my account without me approving that transaction! this is illegal!!!",2/1/2020 5:44,calm,google,maybe-privacy,yes
928,1,Literally does nothing without your credit card details,10/16/2020 1:17,headspace,google,maybe-privacy,yes
929,1,"Was shocked to learn that an app that I had uninstalled along with canceling the subscription, somehow managed to charge me for a subscription!",9/18/2019 5:12,calm,google,maybe-privacy,yes
930,1,"you guys are fraudsters....without my consent you have taken 3000rs from my 
account, i need my money back. How can you even do that??? i will file a 
complaint and I'm gonna take legal actions",7/26/2018 2:52,calm,google,maybe-privacy,yes
931,1,"I have literally never written a review for anything, but this made me so angry I needed to. As many others have said, this app basically forces you into a subscription??I didn??t even realize it had accessed my card info through my iTunes until I got a notification from my bank tonight of a $60 charge. I guess the app had decided that was the option I wanted, and charged me behind my back even though I??d never given them my payment info. I am livid. I used it one time and shut it, and now I??ve been charged $60 that I don??t have.",9/29/2020 5:43,calm,apple,maybe-privacy,yes
932,1,"I didn't like the fact that ones you install the app in your phone, it asks you to create an account, after you create the account it tells you that your 7 day trial has started and it already took your payment information out of Google Play Store. There's no easy way to cancel that account and probably after a week I'll get charged $69 dollars. They should say before you create the account that you'll be charge that money. I deleted before I even used it. I hope they don't charge my card. ???ª",4/3/2020 0:36,calm,google,maybe-privacy,yes
933,1,I downloaded this to try one night a long time ago. I never signed up but just got charged $60 for it. Beware. They??re going to take your money whether you agree to it or not.,6/29/2019 21:39,calm,apple,maybe-privacy,yes
934,1,Terrible dont sign up .i didnt give them my bank details and they took 79 dollars.have tried to cancel but they make it so hard.sucks.they need reported,4/6/2020 1:23,calm,google,maybe-privacy,yes
935,1,only just downloaded and then could not use the app without agreeing to the 100's of ways you collect and share my data..... that was stressful not calm.....laughable!,5/2/2019 14:09,calm,google,maybe-privacy,yes
936,1,This app is bad I found it while searching for something. AND IT DOWNLOADED ITSELF AND NOW THEY TOOK ALL OF MY MONEY WITHOUT INFORMING ME. I WONDER WHERE THEY GOR MY BANKING DETAILS. PLS HELP ME UNSUBSCRIBE THIS APP. IT IS VERY BAD. I WAS ONLY INFORMED AFTER THEY TOOK MY MONEY,9/18/2019 5:54,calm,google,maybe-privacy,yes
937,1,App is functional and a great concept but a really major gripe - It's really really annoying to not be able to change my subscription settings within the app. Don't make me log in on browser. Almost like they're trying to make it really hard to unsubscribe....,1/17/2019 16:38,headspace,google,maybe-privacy,yes
938,1,I wouldve given 5 stars but as the app owners have Robbed me of the subscription fee with no warning before the free trial had ended yes I have reported it I am really mad that they stole my money they immediately withdrew money didn't give me a chance to cancel I'm fed up with apps that thieve your money just to unlock more stuff like seriously yall in the company should be reported! DONT DOWNLOAD UNLESS YOU WANT 2 BE ROBBED OF YOUR EARNED MONEY,4/21/2020 18:31,headspace,google,maybe-privacy,yes
939,1,App tracks you and gives away your information and you get a few jingles,2/23/2021 0:19,calm,google,maybe-privacy,yes
940,1,"You charged me twice, I contacted you and you said you would refund me you never did and I was charged again $63.74, and again 63.74 I want my subscription cancelled and my money back as advertised it said free...refund my money asap or will search legal action",6/11/2020 11:37,calm,google,maybe-privacy,yes
941,1,I did not authorize you to charge $74 on my credit card. Do not download this app!!! Fraud fraud fraud!!!!,4/17/2019 3:03,calm,apple,maybe-privacy,yes
942,1,"I want my money back, i didn't request anything you just charged me for a whole year and took my money without any confirmation. Stop stealing money from people and give my money back!!!!",11/17/2019 14:34,calm,google,maybe-privacy,yes
943,1,"When signing up, you speak with an intake specialist, many responses back and forth but overall I don??t understand how this app works. 

 I thought I sent an opening text to a therapist but I didn??t hit ??reply? after I thought I sent a reply by hitting enter? Confusing.

 So a text from early this morning will get a response by late this evening but I only did a greeting type opening text, was I to pour out my thoughts blindly then wait for a response? I feel like I??ve been ripped off.",4/13/2020 22:36,talkspace,apple,maybe-privacy,yes
944,1,"After losing my job recently, my stress level climbing and insomnia setting in, I decided to take advantage of the ??7 day free trial? advertised for this app. I had read ??cancel anytime? in bold letters so I signed up feeling confident this was a risk free situation. Not having additional money to spend on apps due to my limited income, I promptly set a timer to remind me on the 6th day! I opened the app, listened to a few minutes of a couple guided meditations and found it just wasn??t for me. I literally only used the app once. By morning things got busy and as suspected I quickly forgot about the app. On the 6th day and before the impending ??7 day? hour mark I logged in to iTunes, then subscriptions, I clicked on the CALM app (the typical app cancelling process). The tab opened and showed my subscription having begun on January 27, 2019 stating ??7 day free trial? and just below that ??ending January 4, 2019?. Today was January 3rd and according to my calculations I still had several hours left on my day 6 of the 7 day free trial.  Anyhow, just below the CALM subscription I found the words ??cancel your subscription.? I clicked  those words all the screen renewed and the subscription details changed from ??7day free trial? to ??annual subscription? of $69 and the end date changed from January 4, 2019 to January 4, 2020. I panicked! Only having less than $200 in my account I desperately attempted to hit buttons to no avail. I contacted iTunes and was told ??in order to avoid interruptions? to customers service you MUST cancel on day 6 of all 7 day free trials. I was livid! Here I was still in the hours of day 6 arguing for my money back and was being sent the fine print indicating ??cancel 24 hours before the renewal date? over and over. I inquired about the claims I could cancel anytime and was told ??cancel anytime? does mean you can cancel but as ITunes so eloquently stated, ??this doesn??t mean you get a refund.? iTunes tells me to
Contact the app developer, the app website (which had no contact info for anyone) states I??m to contact iTunes. 

This is what is wrong with the world today. There is no honesty, transparency or integrity left in every direction. Every one is stepping on everyone else??s neck trying to get that all mighty dollar. I didn??t reduce stress by using this app, I instead lost faith in humanity.",2/5/2019 18:28,calm,apple,maybe-privacy,yes
945,1,"The app was ok. A little confusing to navigate, but ok. But the guided meditation doesn't really work for me. There's too much talking. It just makes it hard to concentrate. But I thought I cancelled my subscription before it renewed, but I guess there are three different ways to cancel it depending on how you bought it and I did the wrong thing, so I get charged like $90 to renew it. I contact them and tell them told them I tried to cancel it and I don't want it, and they told me that they weren't able to refund the money. Because that would just be impossible, to give me a refund and cancel my access. So you make cancellation complicated and then take advantage of people who do it wrong. So sleazy and unethical, especially with such an expensive annual rate.Try the app if you want, but sign up with a gift card so they can't renew it in you without your consent.",12/2/2018 23:11,headspace,google,maybe-privacy,yes
946,1,"Worst UX ever... You cannot sleep at night, turn on the app, your eyes are half open... You try to listen to something, it doesn't work, another one, it doesn't work... Until you decide to read the message asking you to pay something in the middle of the night! Very clever guy!!! If all the musics are not free, so make them free, and make a purchase app...",8/6/2019 23:50,calm,google,maybe-privacy,yes
947,2,"The content is amazing, the app drives me crazy. This thing starts on its own, typically when a device connects and disconnects from Bluetooth. When this happens, no where is it visible in the background to close. It just plays on its own, invisibly. This is a royal PITA and caused me to remove it from my phone. There should be something in the settings to allow users to turn this off.",2/20/2021 8:46,calm,google,maybe-privacy,yes
948,1,"They locked all the music and now require you to purchase premium or do the free week trial. Ridiculous. Used the Thunderstorm sound literally last night and go to use it tonight and EVERY MUSIC/SOUND IS LOCKED. Trash. Usually I love this app and use it mainly for the soothing sounds for studying or sleep but if all the sounds remain locked, it??s getting a swift delete.",3/26/2020 6:37,calm,apple,maybe-privacy,yes
949,1,"Unethical & evil. 
Don't trust them with your cc.",12/21/2016 6:23,headspace,apple,maybe-privacy,yes
950,2,I don't want to sign up or give any info just to listen to music so I uninstalled.,2/24/2019 21:05,calm,google,maybe-privacy,yes
951,1,"They charged my credit card for a full year subscription without any kind of notification, and refuse to reimburse. Trickery is immoral, and speaks volumes about their business practices. Don't sign up even to test it out. They will take your money.",10/7/2020 12:21,calm,google,maybe-privacy,yes
952,1,I??m very upset that it appears to be free. First you have to give it your personal information and after you click submit they deny further access until you??ve agreed to a paid subscription.,6/10/2020 3:59,headspace,apple,maybe-privacy,yes
953,1,"i wont waste my time to install it if I knew its not free during the setup, instead i took mine Facebook login details and told me its cost $40 !!!!!!!",3/24/2019 14:55,calm,google,maybe-privacy,yes
954,1,"I'm sure I haven't forgotten my password, but it doesn't work. Reset tells me I don't have an account. Re-registering fails reporting that I'm already registered. There's no way to get support to fix the problem.

Protecting IP and profit seeking (the dumb way).

They made this hard to access in order to protect future revenues and make sure nobody got a free ride. As a result, I will never use it. Well done!

Meditation is millennia old. Blocking access to ensure revenue is the least mindful thing I can think of for a concept these guys simply copied. 

I wouldn't do business with a company so balance sheet focused that it couldn't be trusted to allow even basic access. If this is how headspace treats prospective customers in free mode, imagine how you'll be treated if you pay up. 

Stay away. There must be better apps and orgs.",9/2/2015 16:47,headspace,apple,maybe-privacy,yes
955,1,The 2 weeks trial period ends before the 2 weeks are fully passed. So I got charged for 1 year of subscription with no option to try for 1 month eventually. So not used the app more than twice and before that the trial month was almost finished with no advice I got charged of 57 euro for 1 year that I wont use. This is a robbery. Sorry I just wanted to try and you should charge without a further approval or at least not charge for 1 year. It seem done so to grab money easily.,6/15/2020 14:01,headspace,google,maybe-privacy,yes
956,1,"Trust when I say you can use YouTube for free (no s) meditation, frequencies etc some of y'all may even have trouble with this app, I love(d) using this app when most things were free, listening to the music here was my fav, now I just have them all into my YouTube playlist, why pay for this when it's on YouTube? Girl they even got a Harry Styles meditation, anyways like I said please use YouTube or maybe even Spotify this app really wants to make your mental health worse by eating all ur money",6/15/2021 8:43,calm,google,maybe-privacy,yes
957,1,"I dont mess with apps that A) force me to login with a social media account, therefore taking my personal data. You dont need it. And B) offering just enough content to tease before demanding money.",10/22/2018 14:39,headspace,google,maybe-privacy,yes
958,1,First you have to let the app take all your information second you have to pay 12 dollars each month,12/3/2020 22:43,headspace,google,maybe-privacy,yes
959,1,Usless app..free trial scam it took 3250 from my account without asking.. please dont install this app,4/15/2020 2:39,calm,google,maybe-privacy,yes
960,1,This is a ripoff because you have to subscrib to do it to do that you have to put all your iformtion it to lisen to musec it is doing something with your iformtion a have an add for you youtube look up music and sleep music and thair you go,2/15/2021 6:57,headspace,google,maybe-privacy,yes
961,1,They are a complete rip off when it comes to not even telling about there subscription or so called contract I found this out when I saw a charge for 62.00 from this app I have cancelled but will keep getting billed until May of 2021 ! So much for being clam!,6/21/2020 0:26,calm,google,maybe-privacy,yes
962,1,Im pretty pissed cuz i didnt know this was the second time im being charged without notice i thought this was a free app i dont make alot of money so to be charged with 59.99 and i never use the app was a complete waste of my money im still in the process of trying to get assitance with this case ...please stop charging my card!!!,8/26/2019 17:42,calm,google,maybe-privacy,yes
963,1,"I used this apps free trial to test out and wasn??t into it, but subsequently forgot about it before the week was up and now they are trying to charge me despite me deleting the app after my trial was ended (or so i thought , i guess i was a day late) even though i have zero dollars in my account and now even if i did have money, apple won??t accept my card anymore. so thanks, headspace, i??m now poorer then when i started.",8/25/2021 0:00,headspace,apple,maybe-privacy,yes
964,1,"I suffer from anxiety and insomnia which is why i tryed this app.It didnt let me try it unless i get the fee trial so i HAD to put a card number...i uninstalled the app thinking it cancelled it out.Now im being charged for a whole year for an app i wont use!!Google even switched the card i put and somehow charged another,not fair!!I am on a budget and this money they took is taken from my familys mouths!NOT FAIR!!!",2/8/2020 12:18,calm,google,maybe-privacy,yes
965,1,"I downloaded this app today and did not know that a $60 charge would occur unless I cancelled the ??free? 7 day trial. I still cannot figure out how to cancel my subscription and the app conveniently stopped working as I tried to cancel. THIS APP IS A SCAM. If customer support sees this, please give me CLEAR instructions to delete my account.",11/13/2018 4:56,calm,apple,maybe-privacy,yes
966,1,Do not put your email in unless you're going to pay $70 a month,12/21/2019 13:53,calm,google,maybe-privacy,yes
967,1,"Nice product horrible customer service, if you ever have a problem don??t expect a solution. Can??t login any longer and can??t cancel subscription because I can??t login. Only automated responses from Headspace.",2/24/2020 15:31,headspace,apple,maybe-privacy,yes
968,1,I told them I am a transgender person. That I needed to talk to someone about this. What do they do? Instead of setting me up with someone who deals with gender dysphoria they set me up with someone who deals with ptsd and then this person misgenders me and disrespects me. Seriously upset. They need to really weed thro the therapists they put on here. Honestly I'm waiting to get a new therapist and if it doesn't work out that second time I'm canceling and requesting a refund,2/22/2017 18:36,talkspace,apple,maybe-privacy,yes
969,1,"DONT GIVE THESE PEOPLE MONEY. This is a dangerous app. The ""therapists"" are just social workers who want to make easy money on the side. You pay them to chat with you and if they have to do work they run and block you. I left my partner of 12 years because, after 3 ""therapists"", she began beating the children and cheating because, ""adults should feel no guilt for doing what they want"". If this app can help you, then you just need a friend. Also your info is public since they are not docs.",10/28/2020 21:29,talkspace,google,maybe-privacy,yes
970,1,I'd like to ck out the free content. but not at the cost of my credit card info. bye.,3/28/2019 13:40,calm,google,maybe-privacy,yes
971,1,"I signed up, shared my reasons for therapy (a pretty vulnerable process) then chose a therapist after paying $160. The first therapist never responded to my very lengthy intro message (second time being extremely vulnerable). I was then told to choose another. That therapist finally responded because I got notified and when I tried to open the app, it logged me out. When I logged back in it was reset back to the first time I was interested in joining with my partner over a year ago. All my recent exchanges were gone and it was telling me to choose a plan as if I didn??t just pay $160. 

Look. Therapy is not easy. Being vulnerable and talking about your trauma and stress is not easy. It A LOT less easy when you feel jerked around and ignored. I contacted ??support? and no one has responded. No one has answers. So how the hell I spend $160 to get told to start over?!? Do not use this app. There are free crisis text services that will be more helpful and free.",9/1/2019 8:58,talkspace,apple,maybe-privacy,yes
972,1,"I signed up for a trail. And they automatically charged my card at the end 
of the trail. This is why they have so many users. Don't keep credit card 
info in Google Play for aweful companies like this.",7/17/2018 6:41,calm,google,maybe-privacy,yes
973,1,"Misleading pretense of this app did the opposite of calm me.    AFTER getting you to disclose personal info, ie email, you are required to subscribe to continue??with a recurring cost of $100 annually!    Wanted to try because I needed help falling asleep and now I??m more worked up than before I opened this app.   Scammy and ironic.",12/26/2019 6:10,calm,apple,maybe-privacy,yes
974,2,"Well, the app is great, but, big BUT here, I signed up for the service (and haven??t shared the email I signed up for with anything else), and wow, a few days later I get hit with spam emails, is it a coincidence that I sign up for a new service and all the sudden my email is spammed by straight up scam emails? Who knows, the app is great but it sure looks like they sell your info the minute they get it.",6/5/2020 22:52,calm,apple,maybe-privacy,yes
975,1,"What a fricken scam to take your money.. tried to activate the 7 day free trial just to have the app crash and tell me there is an error. Then it tells me I am already signed up, but it will not unlock the content and tells me I have to sign up. But when I try to cancel it says I am not signed up. When you try to contact support there is no option.. this is the furthest thing from calm.. honestly what a piss off.",8/24/2021 8:28,calm,google,maybe-privacy,yes
